name,link,year
Fredholm Equations,https://books.google.com/books?hl=en&lr=&id=JFU0ltx0E68C&oi=fnd&pg=PR3&dq=integral+equations&ots=Kp98jJWIJT&sig=CXobYQkw_g35JhZ6qKjdy7P1idw#v=onepage&q=integral%20equations&f=false,
Volterra Equations,https://books.google.com/books?hl=en&lr=&id=JFU0ltx0E68C&oi=fnd&pg=PR3&dq=integral+equations&ots=Kp98jJWIJT&sig=CXobYQkw_g35JhZ6qKjdy7P1idw#v=onepage&q=integral%20equations&f=false,
Keyed Hash Functions,https://doi.org/10.1016/B0-12-227240-4/00054-X,
Unkeyed Hash Functions,https://doi.org/10.1016/B0-12-227240-4/00054-X,
Secret Sharing,https://doi.org/10.1145%2F359168.359176,
Solutions to Nonlinear Equations,https://link.springer.com/content/pdf/10.1007/s11075-006-9015-9.pdf,
Block Ciphers,https://www.cs.ucdavis.edu/~rogaway/classes/227/spring05/book/main.pdf,
Polynomial Interpolation,https://link.springer.com/content/pdf/10.1023/A:1018981505752.pdf,
Greatest Common Divisor,https://dl.acm.org/doi/pdf/10.1145/321662.321664,
Unweighted Interval Scheduling,https://onlinelibrary.wiley.com/doi/pdf/10.1002/nav.20231,
"Unweighted Interval Scheduling, Online",https://onlinelibrary.wiley.com/doi/pdf/10.1002/nav.20231,
Weighted Interval Schedule Maximization Problem (ISMP),https://onlinelibrary.wiley.com/doi/pdf/10.1002/nav.20231,
Deadlock Avoidance,https://doi.org/10.1109/TRA.2002.801048,
Dining Philosophers Problem,https://www.cs.utexas.edu/~EWD/ewd03xx/EWD310.PDF,
Offline,https://www.researchgate.net/profile/Gyanendra-Kumar-3/publication/319467661_A_Novel_Longest_Distance_First_Page_Replacement_Algorithm/links/59b209f1aca2728472d14684/A-Novel-Longest-Distance-First-Page-Replacement-Algorithm.pdf,
Online,https://www.researchgate.net/profile/Gyanendra-Kumar-3/publication/319467661_A_Novel_Longest_Distance_First_Page_Replacement_Algorithm/links/59b209f1aca2728472d14684/A-Novel-Longest-Distance-First-Page-Replacement-Algorithm.pdf,
"Steal, No-Force",https://dsf.berkeley.edu/jmh/cs186/f02/lecs/lec25_6up.pdf,
"No-Steal, Force",https://dsf.berkeley.edu/jmh/cs186/f02/lecs/lec25_6up.pdf,
Link Analysis,http://ilpubs.stanford.edu:8090/422/1/1999-66.pdf,
k-Graph Coloring,https://www.sciencedirect.com/science/article/pii/0166218X96000960/pdf?md5=0a6c305277dd00a5e798cf731f79731e&pid=1-s2.0-0166218X96000960-main.pdf,
Chromatic Number,https://www.sciencedirect.com/science/article/pii/0166218X96000960/pdf?md5=0a6c305277dd00a5e798cf731f79731e&pid=1-s2.0-0166218X96000960-main.pdf,
2-Graph Coloring,https://www.sciencedirect.com/science/article/pii/0166218X96000960/pdf?md5=0a6c305277dd00a5e798cf731f79731e&pid=1-s2.0-0166218X96000960-main.pdf,
3-Graph Coloring,https://www.sciencedirect.com/science/article/pii/0166218X96000960/pdf?md5=0a6c305277dd00a5e798cf731f79731e&pid=1-s2.0-0166218X96000960-main.pdf,
4-Graph Coloring,https://www.sciencedirect.com/science/article/pii/0166218X96000960/pdf?md5=0a6c305277dd00a5e798cf731f79731e&pid=1-s2.0-0166218X96000960-main.pdf,
5-Graph Coloring,https://www.sciencedirect.com/science/article/pii/0166218X96000960/pdf?md5=0a6c305277dd00a5e798cf731f79731e&pid=1-s2.0-0166218X96000960-main.pdf,
#k-Graph Coloring,http://web.cs.elte.hu/blobs/diplomamunkak/mat/2009/hubai_tamas.pdf,
#2-Graph Coloring,http://web.cs.elte.hu/blobs/diplomamunkak/mat/2009/hubai_tamas.pdf,
#3-Graph Coloring,http://web.cs.elte.hu/blobs/diplomamunkak/mat/2009/hubai_tamas.pdf,
#4-Graph Coloring,http://web.cs.elte.hu/blobs/diplomamunkak/mat/2009/hubai_tamas.pdf,
#5-Graph Coloring,http://web.cs.elte.hu/blobs/diplomamunkak/mat/2009/hubai_tamas.pdf,
SAT,https://eprints.soton.ac.uk/265340/1/jpms-wodes08.pdf,
Conjunctive Normal Form SAT,https://dl.acm.org/doi/pdf/10.1145/2925416,
Disjunctive Normal Form SAT,https://link.springer.com/content/pdf/10.1007/BF00996269.pdf,
1-in-3SAT,https://dl.acm.org/doi/pdf/10.1145/800133.804350,
Monotone 1-in-3SAT,https://drops.dagstuhl.de/opus/volltexte/2016/6476/pdf/LIPIcs-MFCS-2016-64.pdf,
Monotone Not-Exactly-1-in-3SAT,https://www.sciencedirect.com/science/article/pii/S1572528613000030,
All-Equal-SAT,https://dl.acm.org/doi/pdf/10.1145/800133.804350,
Not-All-Equal 3-SAT (NAE 3SAT),https://dl.acm.org/doi/pdf/10.1145/800133.804350,
Monotone Not-All-Equal 3-SAT (Monotone NAE 3SAT),https://doi.org/10.1016/j.tcs.2020.02.010,
k-SAT,https://dl.acm.org/doi/pdf/10.1145/3491210?casa_token=9ge17j5R2vAAAAAA:Ex4kBr0hTUo_VEVlcFUJgW3zwfdyUhGW6VyV6IxDUq9eJbxBMa8GPx0dv-AR8xyuyCKk6uie8To,
2SAT,https://dl.acm.org/doi/pdf/10.1145/3491210?casa_token=9ge17j5R2vAAAAAA:Ex4kBr0hTUo_VEVlcFUJgW3zwfdyUhGW6VyV6IxDUq9eJbxBMa8GPx0dv-AR8xyuyCKk6uie8To,
3SAT,https://dl.acm.org/doi/pdf/10.1145/3491210?casa_token=9ge17j5R2vAAAAAA:Ex4kBr0hTUo_VEVlcFUJgW3zwfdyUhGW6VyV6IxDUq9eJbxBMa8GPx0dv-AR8xyuyCKk6uie8To,
3SAT-5,https://dl.acm.org/doi/pdf/10.1145/237814.237977,
4SAT,https://dl.acm.org/doi/pdf/10.1145/3491210?casa_token=9ge17j5R2vAAAAAA:Ex4kBr0hTUo_VEVlcFUJgW3zwfdyUhGW6VyV6IxDUq9eJbxBMa8GPx0dv-AR8xyuyCKk6uie8To,
Monotone 3SAT,https://iccl.inf.tu-dresden.de/w/images/9/9d/Brandt-ECAI-2004.pdf,
XOR-SAT,https://doi.org/10.1016/S0166-218X(99)00032-3,
Horn SAT,https://doi.org/10.1016/0743-1066(84)90014-1,
Dual-Horn SAT,https://www.sciencedirect.com/science/article/pii/S0304397519300076?via%3Dihub,
Renamable Horn,https://doi.org/10.1145%2F322047.322059,
MaxSAT,https://eprints.soton.ac.uk/265340/1/jpms-wodes08.pdf,
OV,https://epubs.siam.org/doi/epdf/10.1137/1.9781611975482.2,
k-OV,https://drops.dagstuhl.de/opus/volltexte/2018/9031/pdf/LIPIcs-ICALP-2018-27.pdf,
3-OV,https://drops.dagstuhl.de/opus/volltexte/2018/9031/pdf/LIPIcs-ICALP-2018-27.pdf,
Unbalanced OV,https://arxiv.org/pdf/1502.01063.pdf,
Median,https://doi.org/10.1016/0378-8733(94)00248-9,
Radius,https://doi.org/10.1016/0378-8733(94)00248-9,
Diameter,https://doi.org/10.1016/0378-8733(94)00248-9,
Diameter 2 vs 3,https://people.csail.mit.edu/virgi/diam.pdf,
Diameter 3 vs 7,https://people.csail.mit.edu/virgi/diam.pdf,
Approximate Diameter,https://people.csail.mit.edu/virgi/diam.pdf,
Decremental Diameter,https://arxiv.org/pdf/1703.01638.pdf,
1-sensitive (4/3)-approximate decremental diameter,https://arxiv.org/pdf/1703.01638.pdf,
1-sensitive decremental diameter,https://arxiv.org/pdf/1703.01638.pdf,
constant sensitivity (4/3)-approximate incremental diameter,https://arxiv.org/pdf/1703.01638.pdf,
1-sensitive (4/3)-approximate decremental eccentricity,https://arxiv.org/pdf/1703.01638.pdf,
Eccentricity,https://doi.org/10.1016/0378-8733(94)00248-9,
All-Nodes Median Parity,https://epubs.siam.org/doi/10.1137/1.9781611973730.112,
Betweenness Centrality,https://doi.org/10.1137/1.9781611973730.112,
Approximate Betweenness Centrality,https://epubs.siam.org/doi/10.1137/1.9781611973730.112,
Positive Betweenness Centrality,https://doi.org/10.1137/1.9781611973730.112,
Directed All-Nodes Positive Betweenness Centrality,https://doi.org/10.1137/1.9781611973730.112,
Undirected All-Nodes Positive Betweenness Centrality,https://doi.org/10.1137/1.9781611973730.112,
Reach Centrality,https://epubs.siam.org/doi/epdf/10.1137/1.9781611973730.112,
Directed All-Nodes Reach Centrality,https://epubs.siam.org/doi/epdf/10.1137/1.9781611973730.112,
Undirected All-Nodes Reach Centrality,https://epubs.siam.org/doi/epdf/10.1137/1.9781611973730.112,
Approximate Reach Centrality,https://epubs.siam.org/doi/epdf/10.1137/1.9781611973730.112,
Negative Triangle Detection,https://dl.acm.org/doi/pdf/10.1145/3186893,
Negative Triangle Search,https://dl.acm.org/doi/pdf/10.1145/3186893,
Negative Triangle Listing,https://dl.acm.org/doi/pdf/10.1145/3186893,
Nondecreasing Triangle,https://dl.acm.org/doi/pdf/10.1145/3186893,
Minimum Triangle,https://dl.acm.org/doi/pdf/10.1145/3186893,
Triangle in Unweighted Graph,https://dl.acm.org/doi/pdf/10.1145/3186893,
Triangle Detection,https://dl.acm.org/doi/pdf/10.1145/3186893,
Triangle Collection*,https://arxiv.org/abs/1602.06705,
Metricity,https://dl.acm.org/doi/pdf/10.1145/3186893,
Frechet Distance,https://people.mpi-inf.mpg.de/~kbringma/paper/2014FOCS.pdf,
Dynamic Time Warping,https://arxiv.org/pdf/1502.01063.pdf,
Partial Match,https://people.csail.mit.edu/virgi/6.s078/lecture6-post.txt,
3 Points on Line,https://doi.org/10.1016/0925-7721(95)00022-2,
Point on 3 Lines,https://doi.org/10.1016/0925-7721(95)00022-2,
Separator1,https://doi.org/10.1016/0925-7721(95)00022-2,
Separator2,https://doi.org/10.1016/0925-7721(95)00022-2,
Strips Cover Box,https://doi.org/10.1016/0925-7721(95)00022-2,
Triangles Cover Triangle,https://doi.org/10.1016/0925-7721(95)00022-2,
Hole in Union,https://doi.org/10.1016/0925-7721(95)00022-2,
Triangle Measure,https://doi.org/10.1016/0925-7721(95)00022-2,
Point Covering,https://doi.org/10.1016/0925-7721(95)00022-2,
Max-Weight Rectangle,https://arxiv.org/pdf/1602.05837.pdf,
Weighted Depth,https://arxiv.org/pdf/1602.05837.pdf,
Visibility Between Segments,https://doi.org/10.1016/0925-7721(95)00022-2,
Visibility From Infinity,https://doi.org/10.1016/0925-7721(95)00022-2,
Visible Triangle,https://doi.org/10.1016/0925-7721(95)00022-2,
Planar Motion Planning,https://doi.org/10.1016/0925-7721(95)00022-2,
3D Motion Planning,https://doi.org/10.1016/0925-7721(95)00022-2,
Geometric Base,https://doi.org/10.1016/0925-7721(95)00022-2,
Local Alignment,https://link.springer.com/chapter/10.1007/978-3-662-43948-7_4,
Multiple Local Alignment,https://link.springer.com/chapter/10.1007/978-3-662-43948-7_4,
Minimum Witness Finding,https://dl.acm.org/doi/pdf/10.1145/3186893,
All Pairs Minimum Witness,https://dl.acm.org/doi/pdf/10.1145/3186893,
Independent Set Queries,https://dl.acm.org/doi/pdf/10.1145/3186893,
Price Query,https://dl.acm.org/doi/pdf/10.1145/3186893,
Shortest Cycle,https://dl.acm.org/doi/pdf/10.1145/3186893,
Shortest k-Cycle,https://arxiv.org/pdf/1712.08147v2.pdf,
Online Matrix-Vector Multiplication,https://doi.org/10.1145/2746539.2746609,
Online Vector-Matrix-Vector Multiplication,https://doi.org/10.1145/2746539.2746609,
#SSR,https://ieeexplore.ieee.org/abstract/document/6979028?casa_token=daaoBjrHUa4AAAAA:DCjk_WMWZ5Is6KvGpmS8a2bL9LskvV0P1zEG4U2u-Tm_C8sixu1w65OpTyjml1HEpaikXhtYsg,
sensitive incremental #SSR,https://arxiv.org/pdf/1703.01638.pdf,
ST-Reach,https://arxiv.org/pdf/1703.01638.pdf,
st-Reach,https://arxiv.org/pdf/1703.01638.pdf,
constant sensitivity incremental ST-Reach,https://arxiv.org/pdf/1703.01638.pdf,
1-sensitive incremental ss-reach,https://arxiv.org/pdf/1703.01638.pdf,
2-sensitive incremental st-reach,https://arxiv.org/pdf/1703.01638.pdf,
ap-reach,https://arxiv.org/pdf/1703.01638.pdf,
RNA Folding,https://ieeexplore.ieee.org/iel7/8100284/8104011/08104058.pdf?casa_token=tuNJo01Tyh0AAAAA:VuzSKuC4fDZ_f7O99-O062M2xCFl8qZqUr1BjNKgzWI6rp9Ij6-NXHZvpi16JN_jEucLmPI,
Maximum Inner Product Search,https://www.cv-foundation.org/openaccess/content_iccv_2015/papers/Shen_Learning_Binary_Codes_ICCV_2015_paper.pdf,
Reachability in MDPs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Disjunctive Reachability Queries in MDPs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Conjunctive Reachability Queries in MDPs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Safety in MDPs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Disjunctive Safety Queries in MDPs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Conjunctive Safety Queries in MDPs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Safety in Graphs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Disjunctive Queries of Safety in Graphs,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Disjunctive coBüchi Objectives,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Generalized Büchi Games,https://dl.acm.org/doi/pdf/10.1145/2933575.2935304,
Static Dihedral Rotation Queries,https://doi.org/10.1016/S0925-7721(02)00156-6,
Dynamic Dihedral Rotation Queries,https://doi.org/10.1016/S0925-7721(02)00156-6,
Bichromatic Hamming Close Pair,https://proceedings.neurips.cc/paper/2017/file/635440afdfc39fe37995fed127d7df4f-Paper.pdf,
Approximate Hard-Margin SVM,https://proceedings.neurips.cc/paper/2017/file/635440afdfc39fe37995fed127d7df4f-Paper.pdf,
3SUM,https://doi.org/10.1016/0925-7721(95)00022-2,
Real 3SUM,https://dl.acm.org/doi/abs/10.1145/3363541,
3SUM',https://doi.org/10.1016/0925-7721(95)00022-2,
All-Integers 3SUM,https://dl.acm.org/doi/pdf/10.1145/3186893,
Melhorn's Approximation algorithm,https://people.mpi-inf.mpg.de/~mehlhorn/ftp/mehlhorn3.pdf,1975
Karpinski,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.6940&rep=rep1&type=pdf,1996
Klawe; Mumey,https://epubs.siam.org/doi/abs/10.1137/S0895480193256651?journalCode=sjdmec,1993
Larmore,https://www.sciencedirect.com/science/article/pii/0196677487900526,1987
Hierarchical Navigable Small World (HNSW),https://doi.org/10.1109/TPAMI.2018.2889473,2018
Locality-sensitive hashing,http://infolab.stanford.edu/~ullman/mmds/ch3n.pdf,2010
Projected radial search,http://www.araa.asn.au/acra/acra2013/papers/pap148s1-file1.pdf,2013
Compression/Clustering [Vector Quantization],,1992
Pisinger,https://link.springer.com/article/10.1007/s00453-002-0989-y,2003
Faaland,https://doi.org/10.1287/opre.21.1.332,1973
Pferschy,https://link.springer.com/article/10.1007/s006070050042,1999
Klinz,https://doi.org/10.1002/(SICI)1097-0037(199905)33:3%3C189::AID-NET5%3E3.0.CO;2-2,1999
Eppstein,https://www.sciencedirect.com/science/article/abs/pii/S019667749690841X?via%3Dihub,1997
Serang,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0091507,2014
Serang,https://www.liebertpub.com/doi/10.1089/cmb.2015.0013,2015
Lokshtanov,https://dl.acm.org/doi/abs/10.1145/1806689.1806735,2010
"Valentin Polishchuk, and Jukka Suomela",https://arxiv.org/pdf/0812.4893.pdf,2008
"Lawrence, Reilly",https://www.ncbi.nlm.nih.gov/pubmed/2184437,1990
Lawrence Gibbs Sampling,https://science.sciencemag.org/content/262/5131/208,1993
MotifSampler ,https://www.ncbi.nlm.nih.gov/pubmed/12015892,2001
tree-structured vector quantization Wei-Levoy,https://dl.acm.org/doi/abs/10.1145/344779.345009,2000
"Spatial GAN-Based; Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",https://arxiv.org/abs/1705.06566,2017
Grigoryan,https://arxiv.org/abs/1912.05935,2018
Sedgewick; Szymanski; and Yao,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,1982
Nivasch,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,2004
Naive sorting,-,1940
Selection Sort,-,1962
Merge Sort,-,1945
Bubble Sort,-,1956
Intro Sort,https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291097-024X%28199708%2927%3A8%3C983%3A%3AAID-SPE117%3E3.0.CO%3B2-%23,1997
Heap Sort,https://www.bibsonomy.org/bibtex/2f485e4ea9a877871b59ab503151a7f10/bjoern,1964
Counting Sort,http://bitsavers.org/pdf/mit/whirlwind/R-series/R-232_Information_Sorting_in_the_Application_of_Electronic_Digital_Computers_to_Business_Operations_May54.pdf,1954
Bucket Sort,-,1940
Radix Sort,-,1940
Naive Selection,-,1940
Hoare's Selection Algorithm (QuickSelect),https://dl.acm.org/citation.cfm?doid=366622.366647,1961
Brute Force,-,1940
Dynamic Programming Algorithm (S. S. Godbole),-,1953
Wagner and Fischer,https://dl.acm.org/citation.cfm?doid=321796.321811,1974
Ford & Fulkerson,http://www.cs.yale.edu/homes/lans/readings/routing/ford-max_flow-1956.pdf,1955
Dinitz,https://www.scirp.org/(S(lz5mqp453edsnp55rrgjct55))/reference/ReferencesPapers.aspx?ReferenceID=1690549,1970
Edmonds & Karp,https://web.eecs.umich.edu/~pettie/matching/Edmonds-Karp-network-flow.pdf,1972
Karzanov,http://alexander-karzanov.net/Publications/maxflow-acyc.pdf,1974
Galil & Naamad,https://core.ac.uk/download/pdf/81946904.pdf,1980
Naive algorithm,-,1940
Strassen's algorithm,https://link.springer.com/article/10.1007%2FBF02165411,1969
Pan's algorithm,https://ieeexplore.ieee.org/document/4567976,1978
Romani's algorithm,https://epubs.siam.org/doi/abs/10.1137/0211020,1981
Coppersmith–Winograd algorithm,https://epubs.siam.org/doi/abs/10.1137/0211038,1981
Strassen's algorithm,https://ieeexplore.ieee.org/abstract/document/4568194,1986
Coppersmith–Winograd algorithm,http://www.cs.umd.edu/~gasarch/TOPICS/ramsey/matrixmult.pdf,1990
Vassilevska Williams,http://theory.stanford.edu/~virgi/matrixmult-f.pdf,2014
François Le Gall,https://arxiv.org/abs/1401.7714,2014
Brute-force search,-,1852
Brute force,,1852
Gaussian-Jordan Elimination,-,-150
Cholesky,-,1940
Aasen's method,https://link.springer.com/article/10.1007/BF01931804,1971
Levinson–Durbin recursion,https://onlinelibrary.wiley.com/doi/abs/10.1002/sapm1946251261,1947
Bareiss Algorithm,https://link.springer.com/article/10.1007/BF02163269,1969
Bjorck-Pereyra,https://www.jstor.org/stable/2004623?seq=1,1970
Fourier–Motzkin elimination,-,1940
Khachiyan Ellipsoid algorithm ,https://www.sciencedirect.com/science/article/abs/pii/0041555380900610,1979
Naive,-,1940
Bentley–Ottmann algorithm,https://doi.org/10.1109%2FTC.1979.1675432,1979
Brute Force,-,1935
Jarvis,https://linkinghub.elsevier.com/retrieve/pii/0020019073900203,1973
Kruskal’s algorithm with demand-sorting,https://link.springer.com/chapter/10.1007/BFb0028279,1991
Quick Kruskal algorithm,https://dl.acm.org/citation.cfm?id=2791187,2006
Karger; Klein & Tarjan,http://cs.brown.edu/research/pubs/pdfs/1995/Karger-1995-RLT.pdf,1995
Naive Implementation,-,1975
Doolittle Algorithm,,1878
Crout and LUP algorithms,https://en.wikipedia.org/wiki/Crout_matrix_decomposition,2007
Okunev; Johnson,https://arxiv.org/abs/math/0506382,1997
A* Algorithm,https://ieeexplore.ieee.org/document/4082128/,1968
Bidirectional A* Algorithm,https://www.cs.princeton.edu/courses/archive/spr06/cos423/Handouts/EPP%20shortest%20path%20algorithms.pdf,2007
Fringe Saving A* (FSA*),http://idm-lab.org/bib/abstracts/papers/aamas09d.pdf,2008
Generalized Adaptive A* (GAA*),http://idm-lab.org/bib/abstracts/papers/aamas08b.pdf,2008
Iterative Deepening A* (IDA*),https://linkinghub.elsevier.com/retrieve/pii/0004370285900840,1985
Jump Point Search (JPS),http://users.cecs.anu.edu.au/~dharabor/data/papers/harabor-grastien-aaai11.pdf,2011
Lifelong Planning A* (LPA*),http://idm-lab.org/bib/abstracts/papers/aaai02b.pdf,2001
Simplified Memory-Bounded A* (SMA*),https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.105.7839,1992
Theta*,http://idm-lab.org/bib/abstracts/papers/aaai07a.pdf,2010
Anytime Repairing A* (ARA*),https://papers.nips.cc/paper/2382-ara-anytime-a-with-provable-bounds-on-sub-optimality.pdf,2005
Time-Bounded A* (TBA*),https://www.cs.du.edu/~sturtevant/papers/TBA.pdf,2009
Naïve string-search algorithm,-,1940
Knuth-Morris-Pratt (KMP) algorithm,https://pdfs.semanticscholar.org/4479/9559a1067e06b5a6bf052f8f10637707928f.pdf,1977
Boyer-Moore (BM) algorithm,https://www.cs.utexas.edu/users/moore/publications/fstrpos.pdf,1977
Rabin-Karp (RK) algorithm,https://pdfs.semanticscholar.org/c47d/151f09c567013761632c89e237431c6291a2.pdf,1987
Needleman–Wunsch algorithm,https://www.sciencedirect.com/science/article/pii/0022283670900574,1970
Smith–Waterman algorithm,https://www.sciencedirect.com/science/article/pii/0022283681900875,1981
Masek; Patterson,https://www.sciencedirect.com/science/article/pii/0022000080900021,1980
Hirschberg's algorithm,https://dl.acm.org/doi/10.1145/360825.360861,1975
FASTA,https://www.ncbi.nlm.nih.gov/pubmed/2983426,1985
Gotoh,https://www.sciencedirect.com/science/article/pii/0022283682903989,1982
Altschul and Erickson,https://link.springer.com/article/10.1007/BF02462326,1986
Myers and Miller,https://academic.oup.com/bioinformatics/article/4/1/11/205106?login=true,1988
David Sankoff,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC427531/,1972
Cohen–Sutherland,https://books.google.com/books/about/Principles_of_interactive_computer_graph.html?id=inJ8AAAAIAAJ,1967
Liang–Barsky,https://dl.acm.org/doi/10.1145/357332.357333,1984
Cyrus–Beck,https://www.sciencedirect.com/science/article/pii/0097849378900213,1978
Nicholl–Lee–Nicholl,https://dl.acm.org/doi/10.1145/37401.37432,1987
Fast clipping,https://www.sciencedirect.com/science/article/pii/0097849387900616,1987
Rabin–Scott powerset construction,https://ieeexplore.ieee.org/document/5392601,1959
Karatsuba Algorithm,http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=dan&paperid=26729&option_lang=eng,1962
Toom-3,https://www.ams.org/journals/tran/1969-142-00/S0002-9947-1969-0249212-8/S0002-9947-1969-0249212-8.pdf,1969
Long Multiplication,,1940
Ramer–Douglas–Peucker algorithm,https://www.sciencedirect.com/science/article/abs/pii/S0146664X72800170,1972
Visvalingam–Whyatt,https://hull-repository.worktribe.com/output/459275,1993
Reumann–Witkam,,1974
Opheim simplification,http://dx.doi.org/10.2312/eg.19811012,1981
Lang simplification,-,1969
Zhao-Saalfeld,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.494.7321,1997
Linear search,-,1940
k-d Tree,https://dl.acm.org/doi/pdf/10.1145/355744.355745,1975
R-tree,http://www-db.deis.unibo.it/courses/SI-LS/papers/Gut84.pdf,1984
Horowitz and Sahni,https://dl.acm.org/doi/10.1145/321812.321823,1974
Bellman dynamic programming algorithm,https://onlinelibrary.wiley.com/doi/10.1002/nav.3800030107,1956
Psinger,https://www.sciencedirect.com/science/article/abs/pii/S0196677499910349,1999
Koiliaris and Xu,https://dl.acm.org/doi/pdf/10.1145/3329863,2019
Bringman,https://arxiv.org/abs/1610.04712,2017
Brute Force,-,1977
Grenander,-,1977
Faster Brute Force (via x[L:U] = x[L:U-1]+x[U]),https://dl.acm.org/doi/pdf/10.1145/358234.381162,1977
Shamos,-,1978
Kadane's Algorithm,-,1982
Perumalla and Deo,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.24.1291&rep=rep1&type=pdf,1995
Speller,https://link.springer.com/chapter/10.1007/BFb0054337,1998
Mitra,https://pubmed.ncbi.nlm.nih.gov/12169566/,2002
Census,https://link.springer.com/chapter/10.1007/978-3-540-45078-8_5,2003
Risotto,https://link.springer.com/chapter/10.1007/11682462_69,2006
PMS,https://ieeexplore.ieee.org/abstract/document/4359890,2007
Brute Force,,1940
Dynamic Programming,,1953
Brute Force,,1940
Dynamic Programming,https://dl.acm.org/doi/10.1145/321864.321874,1953
Czumaj,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,1996
Czumaj,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,1996
Chandra,https://www.worldcat.org/title/computing-matrix-chain-products-in-near-optimal-time/oclc/727708286,1975
Chin,https://dl.acm.org/citation.cfm?id=359556,1978
Bini's algorithm,https://doi.org/10.1016/0020-0190(79)90113-3,1979
Schonhage's algorithm,https://epubs.siam.org/doi/abs/10.1137/0210032,1980
"Karger, Blum",http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.36.4204,1997
Brélaz (DSatur),https://dl.acm.org/doi/10.1145/359094.359101,1979
Micali and Vazirani,https://ieeexplore.ieee.org/document/4567800,1980
Miller-Tucker-Zemlin (MTZ) formulation ,https://dl.acm.org/doi/10.1145/321043.321046,1960
Dantzig-Fulkerson-Johnson (DFJ) formulation,https://doi.org/10.1287/opre.2.4.393,1954
Barvinok,https://dl.acm.org/doi/10.1145/876638.876640,2003
Harris and Stephens algorithm,http://www.bmva.org/bmvc/1988/avc-88-023.pdf,1988
L. Kitchen and A. Rosenfeld,https://www.sciencedirect.com/science/article/abs/pii/0167865582900204,1982
The SUSAN corner detector,,1997
Chvatal greedy heuristic,https://www.jstor.org/stable/3689577#metadata_info_tab_contents,1979
Alon; Moshkovitz & Safra,https://dl.acm.org/doi/pdf/10.1145/1150334.1150336,2006
Roth AlignACE,https://www.ncbi.nlm.nih.gov/pubmed/9788350,1998
Petro Vlahos Algorithm,,1985
non-parametric sampling Efros and Leung,https://ieeexplore.ieee.org/abstract/document/790383,1999
image analogies Hertzmann,https://dl.acm.org/doi/abs/10.1145/383259.383295,2001
R. Paget ; I.D. Longstaff,https://ieeexplore.ieee.org/abstract/document/679446,1998
Image quilting Efros-Freeman,https://dl.acm.org/doi/abs/10.1145/383259.383296,2001
EKF SLAM,http://ais.informatik.uni-freiburg.de/teaching/ss12/robotics/slides/12-slam.pdf,1998
UKF,https://www.seas.harvard.edu/courses/cs281/papers/unscented.pdf,2000
Compressed Extended KF,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.206.999&rep=rep1&type=pdf,2002
Rao-Blackwellized Particle Filtering SLAM,https://papers.nips.cc/paper/1716-bayesian-map-learning-in-dynamic-environments.pdf,2001
Petford and Welsh,https://www.sciencedirect.com/science/article/pii/0012365X89902148,1989
Fomin; Gaspers & Saurabh,https://link.springer.com/chapter/10.1007/978-3-540-73545-8_9,2007
Khuller; Matias,https://www.sciencedirect.com/science/article/pii/S0890540185710498,1995
Bunch; Hopcroft,https://dl.acm.org/citation.cfm?id=248979,1974
Bitap algorithm,https://en.wikipedia.org/wiki/Bitap_algorithm,1964
Tree sort,https://link.springer.com/chapter/10.1007/978-1-349-08147-9_4,1986
Quick Sort,https://apps.dtic.mil/dtic/tr/fulltext/u2/740110.pdf,1961
Tim Sort,-,2002
Cube Sort Parallel Implementation,https://www.sciencedirect.com/science/article/pii/0196677492900166?via%3Dihub,1992
Shell Sort (Shell),https://dl.acm.org/citation.cfm?doid=368370.368387,1959
Shell Sort (Frank & Lazarus),https://dl.acm.org/citation.cfm?doid=366947.366957,1960
Shell Sort (Pratt),https://apps.dtic.mil/sti/pdfs/AD0740110.pdf,1971
