link,name,year,title,DOI,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.15.3683,D*,1994,,,,,,,,,
https://www.ri.cmu.edu/pub_files/pub4/ferguson_david_2006_3/ferguson_david_2006_3.pdf,Field D*,2006,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.9460&rep=rep1&type=pdf,Tuned Boyer-Moore algorithm,1991,,,,,,,,,
https://www.nature.com/articles/srep01746,FOGSAA,2013,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0097849394900647/pdf?md5=06bd1f11031af17d1fd34626c4e2f49b&pid=1-s2.0-0097849394900647-main.pdf,O(lg N) algorithm,1994,,,,,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8659.1510061,Skala,1996,,,,,,,,,
https://link.springer.com/article/10.1007/BF02242355,Schönhage–Strassen algorithm,1971,,,,,,,,,
https://web.archive.org/web/20130425232048/http://www.cse.psu.edu/~furer/Papers/mult.pdf,Furer's algorithm,2007,,,,,,,,,
https://arxiv.org/abs/0801.1416,De,2008,,,,,,,,,
https://hal.archives-ouvertes.fr/hal-02070778,Harvey; Hoeven,2019,,,,,,,,,
https://arxiv.org/abs/1407.3360,Harvey; Hoeven; Lecerf,2015,,,,,,,,,
https://hal.inria.fr/hal-01108166v1/document,Covanov and Thomé,2015,,,,,,,,,
https://arxiv.org/abs/1502.02800,Covanov and Thomé,2016,,,,,,,,,
https://arxiv.org/abs/1802.07932,Harvey; Hoeven; Lecerf,2018,,,,,,,,,
http://lamport.azurewebsites.net/pubs/bakery.pdf,Lamport's bakery algorithm,1974,,,,,,,,,
https://www.researchgate.net/publication/221235887_A_simple_solution_to_Lamport's_concurrent_programming_problem_with_linear_wait,Szymanski's algorithm,1988,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-3-540-30186-8_5,Taubenfeld's black-white bakery algorithm,2004,,,,,,,,,
https://cseweb.ucsd.edu/classes/wi09/cse223a/p145-maekawa.pdf,Maekawa's algorithm,1985,,,,,,,,,
https://dl.acm.org/doi/abs/10.1145/58564.59295,Raymond's algorithm,1997,,,,,,,,,
https://cse.iitkgp.ac.in/~agupta/distsys/Mutex-SuzukiKasami.pdf,Suzuki-Kasami's algorithm,1985,,,,,,,,,
https://www.cs.drexel.edu/~david/Classes/Papers/p443-newell.pdf,Painter's algorithm/Newell's algorithm,1972,,,,,,,,,
https://dl.acm.org/doi/book/10.5555/905316?dl=ACM,Warnock's algorithm,1969,,,,,,,,,
https://apps.dtic.mil/dtic/tr/fulltext/u2/700375.pdf,Binary space partitioning (BSP),1969,,,,,,,,,
http://isgwww.cs.uni-magdeburg.de/graphics/misc/Wolfgang_Stra%C3%9Fer_Schnelle_Kurven-_und_Flaechendarstellung_auf_grafischen_Sichtgeraeten.pdf,Z-buffering,1974,,,,,,,,,
https://onlinelibrary.wiley.com/doi/pdf/10.1002/zamm.19290090105?casa_token=xSwK6PkV010AAAAA:j_1-JKs0GG-KuwUUyM_dIt8kmOa5z6lvp_GABgDryAYxKdYvChyNGA9VA5CZLyAurWOVYPRn45geRTFk,Power Iteration,1929,,,,,,,,,
http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf,Fortune,1987,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0167642383900151?via%3Dihub,Gries,1982,,,,,,,,,
https://dl.acm.org/doi/10.1093/comjnl/32.2.122,Bird,1989,,,,,,,,,
https://ieeexplore.ieee.org/document/6972008,"Ferreira, Camargo, Song",2014,,,,,,,,,
https://epubs.siam.org/doi/pdf/10.1137/0218059,HJLS algorithm,1986,,,,,,,,,
https://en.wikipedia.org/wiki/Dining_philosophers_problem#Resource_hierarchy_solution,Resource hierarchy solution,1965,,,,,,,,,
https://en.wikipedia.org/wiki/Dining_philosophers_problem#Arbitrator_solution,Arbitrator solution,1965,,,,,,,,,
https://www.jstor.org/stable/j.ctt7s8xg,Applegate et al.,2006,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.92.1635&rep=rep1&type=pdf,Johnson; D. S.; McGeoch; L. A.,1997,,,,,,,,,
https://www.researchgate.net/publication/222408030_Traveling_Salesman_Should_not_be_Greedy_Domination_Analysis_of_Greedy-Type_Heuristics_for_the_TSP, Gutina; Gregory; Yeob; Anders; Zverovich; Alexey,2002,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-1-4020-9688-4_3,Rosenkrantz; D. J.; Stearns; R. E.; Lewis; P. M.,1974,,,,,,,,,
https://www.cs.princeton.edu/~bwk/btl.mirror/tsp.pdf,Lin–Kernighan,1981,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC321006/,Greedy SEQAID,1984,,,,,,,,,
https://dl.acm.org/doi/10.1145/1468075.1468082,Appel's algorithm 1968,1968,,,,,,,,,
https://dl.acm.org/doi/10.1145/358876.358882,Whitted's algorithm 1979,1979,,,,,,,,,
https://www.academia.edu/814419/A_New_Parallel_Algorithm_Provided_by_a_Computation_Time_Model,J.-C. Nebel 1998,1998,,,,,,,,,
https://www.ri.cmu.edu/pub_files/pub4/moravec_hans_1980_1/moravec_hans_1980_1.pdf,Moravec's algorithm 1980,1980,,,,,,,,,
https://www.osapublishing.org/josaa/abstract.cfm?uri=josaa-5-7-1136,J. J. Koenderink and W. Richards 1988,1988,,,,,,,,,
https://link.springer.com/article/10.1023/A:1008045108935,Lindeberg (1998),1998,,,,,,,,,
https://www.robots.ox.ac.uk/~vgg/research/affine/det_eval_files/mikolajczyk_pami2004.pdf,K. Mikolajczyk; K. and C. Schmid LoG 2004,2004,,,,,,,,,
https://www.cs.ubc.ca/~lowe/papers/ijcv04.pdf,Lowe (2004),2004,,,,,,,,,
https://www.edwardrosten.com/work/rosten_2006_machine.pdf,FAST E. Rosten and T. Drummond 2006,2006,,,,,,,,,
https://www.mitpressjournals.org/doi/abs/10.1162/evco.2008.16.4.483?journalCode=evco&mobileUi=0&,Trujillo and Olague 2008,2008,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.471.6845,Geert Willems; Tinne Tuytelaars and Luc van Gool (2008),2008,,,,,,,,,
https://dl.acm.org/doi/abs/10.1145/882262.882264,Kwatra 2003,2003,,,,,,,,,
"Hearn, Baker (1997) pg. 87",Digital Differential Analyzer (DDA),1983,,,,,,,,,
"Hearn, Baker (1997) pg. 88",Bresenham Algorithm,1962,,,,,,,,,
http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,FastSlam,2003,,,,,,,,,
http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,srba,2002,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/24626234,Probabilistic Convolution Tree,2014,,,,,,,,,
https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,Odd Even Sort Parallel  Implementation,1972,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,Spaghetti Sort Parallel Implementation,1984,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf,Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee,1997,,,,,,,,,
https://epubs.siam.org/doi/abs/10.1137/0225039,Prakesh Ramanan,1996,,,,,,,,,
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf,Czumaj,1993,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0022000084900254,Hsu and Du (Scheme 2),1984,,,,,,,,,
https://link.springer.com/article/10.1007/BF01840365,Apostolico and Guerra (HS1 Algorithm),1987,,,,,,,,,
https://dl.acm.org/citation.cfm?id=74702,Kuo and Cross,1989,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-60044-2_53,Rick,1995,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-60044-2_53,Rick,1995,,,,,,,,,
https://dl.acm.org/citation.cfm?id=322044,Hirschberg,1977,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0022000084900254,Hsu and Du (Scheme 1),1984,,,,,,,,,
https://link.springer.com/article/10.1007/BF01840365,Apostolico and Guerra (Algorithm 2),1987,,,,,,,,,
https://dl.acm.org/doi/abs/10.5555/105582.105592,Chin and Poon,1991,,,,,,,,,
https://link.springer.com/article/10.1007/BF00264437,Nakatsu et al.,1982,,,,,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380151102,Miller and Myers,1985,,,,,,,,,
https://publications.mpi-cbg.de/Wu_1990_6334.pdf,Wu et al.,1990,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5093&rep=rep1&type=pdf,Ahuja et al.,1987,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0196677486900325,Robson,1986,,,,,,,,,
https://ieeexplore.ieee.org/document/814612,Schöning,1999,,,,,,,,,
https://dl.acm.org/doi/10.5555/314613.314838,Hirsch,1998,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/0020019088900658,Johnson,1988,,,,,,,,,
http://www.cs.tau.ac.il/~nogaa/PDFS/spectcolpr1.pdf,Alon and Kahale,1997,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/002001908490084X,Incremental convex hull algorithm; Michael Kallay,1984,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0743731506001262,Bader & Cong Parallel Implementation ,2006,,,,,,,,,
http://www.ams.org/notices/199612/pomerance.pdf,General number field sieve,1996,,,,,,,,,
https://ieeexplore.ieee.org/document/365700/,Shor's algorithm Quantum Implementation,1994,,,,,,,,,
http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,Two-way String-Matching Algorithm,1991,,,,,,,,,
http://www.ijcte.org/papers/462-G1278.pdf,Quick-Skip Searching,2012,,,,,,,,,
https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,Fast Hybrid Algorithm,2017,,,,,,,,,
https://link.springer.com/chapter/10.1007/BFb0030778,Backward Non-Deterministic DAWG Matching (BNDM),1998,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-09510-1_10,Commentz-Walter Algorithm,1979,,,,,,,,,
https://cr.yp.to/bib/1975/aho.pdf,Aho–Corasick (AC) Algorithm,1975,,,,,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608,Boyer-Moore-Horspool (BMH),1980,,,,,,,,,
https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf,Raita Algorithm,1991,,,,,,,,,
https://link.springer.com/chapter/10.1007/3-540-47849-3_18,BOM (Backward Oracle Matching),1999,,,,,,,,,
https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,Apostolico–Giancarlo Algorithm,1986,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/9254694,Gapped BLAST,1997,,,,,,,,,
https://www.ncbi.nlm.nih.gov/pubmed/2231712,Basic Local Alignment Search Tool (BLAST),1990,,,,,,,,,
https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/maximal-flow-through-a-network/5D6E55D3B06C4F7B1043BC1D82D40764,Ford–Fulkerson algorithm,1956,,,,,,,,,
https://epubs.siam.org/doi/10.1137/0202019,Hopcroft–Karp algorithm,1973,,,,,,,,,
https://link.springer.com/article/10.1007/s00453-005-1187-5,Mucha; Sankowski (planar),2006,,,,,,,,,
https://arxiv.org/abs/1307.2205,Madry's algorithm,2013,,,,,,,,,
https://arxiv.org/abs/1105.1569,Chandran and Hochbaum,2011,,,,,,,,,
https://web.eecs.umich.edu/~pettie/matching/Blum-matching-ICALP90.pdf,Blum,1990,,,,,,,,,
https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf,Gabow; Tarjan,1991,,,,,,,,,
https://ieeexplore.ieee.org/document/1366244,"Mucha, Sankowski (general)",2004,,,,,,,,,
http://theory.stanford.edu/~virgi/cs267/papers/planar-sssp.pdf,Klein (section 5),1997,,,,,,,,,
https://ieeexplore.ieee.org/document/1055638,Diffie–Hellman key exchange,1978,,,,,,,,,
https://csrc.nist.gov/publications/detail/sp/800-56a/revised/archive/2007-03-14,Elliptic-curve Diffie-Hellman (ECDH),2006,,,,,,,,,
https://zoo.cs.yale.edu/classes/cs323/doc/Peterson.pdf,Peterson's algorithm,1981,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/S0743731596900416,Naimi-Trehel's algorithm,1996,,,,,,,,,
https://ieeexplore.ieee.org/document/113817,Chan-Singhal-Liu,1990,,,,,,,,,
https://dl.acm.org/doi/pdf/10.1145/1007352.1007372?casa_token=k60CrC_UJp0AAAAA:yGVve4fRNbftRM0P7aaEbq8OIlxa4nRy8-CjZErlGrBwBfPEt0ECHGYc8Ei48rdA9W9NoY73xC2W,"Spielman, Teng ",2004,,,,,,,,,
https://www.cs.cmu.edu/~glmiller/Publications/Papers/GrMiZa94-tr.pdf,Gremban; Miller; Zagha,1995,,,,,,,,,
https://dl.acm.org/citation.cfm?id=1117896,Bern; Gilbert;  Hendrickson,2006,,,,,,,,,
https://epubs.siam.org/doi/10.1137/S0895479801390637,Boman; Hendrickson,2003,,,,,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.343,Boman; Chen; Hendrickson; Toledo,2004,,,,,,,,,
https://arxiv.org/abs/1102.4842,Koutis; Miller and Peng,2010,,,,,,,,,
https://arxiv.org/abs/1003.2958,Koutis; Miller and Peng,2011,,,,,,,,,
https://ieeexplore.ieee.org/document/5644892,Blelloch; Koutis;  Miller; Tangwongsan,2010,,,,,,,,,
http://www.math.ust.hk/~mamu/courses/531/tutorial_with_corrections.pdf,Briggs; Henson; McCormick,2000,,,,,,,,,
https://arxiv.org/pdf/1301.6628.pdf,Kelner; Orecchia; Sidford; Zhu,2013,,,,,,,,,
https://arxiv.org/abs/1506.08204,Lee; Peng; Spielman,2015,,,,,,,,,
https://arxiv.org/abs/cs/0703119,Daitch; Spielman,2007,,,,,,,,,
http://pds7.egloos.com/pds/200801/07/29/p636-floyd.pdf,Floyd's tortoise and hare algorithm,1967,,,,,,,,,
https://maths-people.anu.edu.au/~brent/pd/rpb005.pdf,Brent's algorithm,1973,,,,,,,,,
https://www.inwap.com/pdp10/hbaker/hakmem/flows.html#item132,Gosper's algorithm,1978,,,,,,,,,
https://www.worldcat.org/title/statistical-tables-for-biological-agricultural-and-medical-research/oclc/14222135,Fisher–Yates/Knuth shuffle,1938,,,,,,,,,
https://dl.acm.org/doi/10.1145/364520.364540,Durstenfeld's Algorithm 235,1964,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/0020019086900736,Sattolo's algorithm,1986,,,,,,,,,
https://www.cs.uleth.ca/~benkoczi/OR/read/cutting-stock-LP.pdf,Gomory's cutting method,1953,,,,,,,,,
https://link.springer.com/content/pdf/10.1007/BFb0120703.pdf,Wolfe; Lemaréchal; Kiwiel,1964,,,,,,,,,
https://www.sciencedirect.com/science/article/abs/pii/0041555380900610,Ellipsoid method,1971,,,,,,,,,
https://www.springer.com/gp/book/9783642821202,Subgradient method,1981,,,,,,,,,
https://dl.acm.org/doi/10.1145/1088216.1088219,Buchberger's algorithm,1976,,,,,,,,,
https://linkinghub.elsevier.com/retrieve/pii/S0022404999000055,Faugère F4 algorithm,1999,,,,,,,,,
https://dl.acm.org/doi/10.1145/780506.780516,Faugère F5 algorithm,2002,,,,,,,,,
https://link.springer.com/article/10.1007/BF01840359,SMAWK algorithm,1987,,,,,,,,,
https://www.ams.org/journals/mcom/1963-17-083/S0025-5718-1963-0159764-2/home.html,Steinhaus–Johnson–Trotter algorithm,1963,,,,,,,,,
https://mathscinet.ams.org/mathscinet-getitem?mr=0080380,Tompkins–Paige algorithm,1956,,,,,,,,,
https://academic.oup.com/comjnl/article/6/3/293/360213,Heap's algorithm,1963,,,,,,,,,
https://epubs.siam.org/doi/abs/10.1137/0206045,Garsia–Wachs algorithm,1977,,,,,,,,,
https://epubs.siam.org/doi/10.1137/0121057,Hu–Tucker algorithm,1971,,,,,,,,,
https://www.cs.bgu.ac.il/~michaluz/seminar/Knuth71.pdf,Modified Knuth's DP algorithm,1970,,,,,,,,,
https://www.cs.bgu.ac.il/~michaluz/seminar/Knuth71.pdf,Knuth's DP algorithm,1970,,,,,,,,,
https://www.cs.bgu.ac.il/~michaluz/seminar/Knuth71.pdf,Naive algorithm,1940,,,,,,,,,
https://doi.org/10.1137/0603055,Yao,1982,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0304397589901345,Levcopoulos; Lingas; Sack,1989,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/002001909390212R,de Prisco,1993,,,,,,,,,
https://epubs.siam.org/doi/abs/10.1137/0112033?journalCode=smjmap.1,Lemke–Howson algorithm,1964,,,,,,,,,
https://dl.acm.org/doi/10.1145/779928.779933,Lipton; Mehta,2003,,,,,,,,,
https://web.eecs.umich.edu/~pettie/matching/Kuhn-hungarian-assignment.pdf,Hungarian algorithm,1955,,,,,,,,,
https://nvlpubs.nist.gov/nistpubs/jres/69B/jresv69Bn1-2p125_A1b.pdf,Edmonds,1965,,,,,,,,,
https://ieeexplore.ieee.org/document/4567800,Micali; Vazirani,1980,,,,,,,,,
https://dl.acm.org/doi/10.1109/FOCS.2004.40,Mucha and Sankowski,2004,,,,,,,,,
https://collaborate.princeton.edu/en/publications/a-note-on-finding-the-bridges-of-a-graph,Fleury's algorithm + Tarjan,1974,,,,,,,,,
https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,Fleury's algorithm + Thorup,2000,,,,,,,,,
https://www.ams.org/journals/mcom/1965-19-090/S0025-5718-1965-0178586-1/S0025-5718-1965-0178586-1.pdf,Cooley–Tukey algorithm,1965,,,,,,,,,
https://ieeexplore.ieee.org/document/1162805,Rader–Brenner algorithm,1976,,,,,,,,,
https://ieeexplore.ieee.org/document/1163036/,Bruun's FFT algorithm,1978,,,,,,,,,
https://dl.acm.org/citation.cfm?id=1476610,Yavne Split Radix FFT algorithm,1968,,,,,,,,,
http://cis.rit.edu/class/simg716/FFT_Fun_Profit.pdf,Gentleman; Morven and Gordon Sande radix-4 algorithm,1966,,,,,,,,,
https://ieeexplore.ieee.org/document/1162043,Bergland; Glenn radix-8 algorithm,1969,,,,,,,,,
https://ieeexplore.ieee.org/document/917698,Extended Split Radix FFT algorithm,2001,,,,,,,,,
https://dl.acm.org/doi/10.1145/236869.236882, Von zur Gathen-Gerhard additive FFT,1996,,,,,,,,,
https://ieeexplore.ieee.org/document/1926/,Wang-Zhu-Cantor additive FFT,1988,,,,,,,,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5625613,Gao’s additive FFT,2010,,,,,,,,,
https://web.archive.org/web/20080528040104/http://www.research.ibm.com/journal/sj/041/ibmsjIVRIC.pdf,Bresenham's line algorithm,1965,,,,,,,,,
http://www-users.mat.umk.pl/~gruby/teaching/lgim/1_wu.pdf,Xiaolin Wu's line algorithm,1991,,,,,,,,,
http://www.cs.gettysburg.edu/~ilinkin/courses/Fall-2014/cs373/handouts/papers/gs-fegsd-81.pdf,Gupta-Sproull algorithm,1981,,,,,,,,,
http://davis.wpi.edu/~matt/courses/clipping/,Greiner–Hormann clipping algorithm,1998,,,,,,,,,
https://dl.acm.org/doi/10.1145/360767.360802,Sutherland–Hodgman algorithm,1974,,,,,,,,,
https://dl.acm.org/doi/10.1145/129902.129906,Vatti clipping algorithm,1992,,,,,,,,,
https://www.cs.drexel.edu/~david/Classes/CS430/HWs/p214-weiler.pdf,Weiler–Atherton clipping algorithm,1977,,,,,,,,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104,Inverse iteration,1921,,,,,,,,,
https://academic.oup.com/comjnl/article/4/4/332/432033,QR algorithm,1962,,,,,,,,,
https://gdz.sub.uni-goettingen.de/id/PPN243919689_0030,Jacobi eigenvalue algorithm,1846,,,,,,,,,
https://link.springer.com/content/pdf/10.1007/BF01389480.pdf,Divide-and-conquer,1986,,,,,,,,,
https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=530065,Homotopy method,1992,,,,,,,,,
https://journals.aps.org/pr/abstract/10.1103/PhysRev.46.828,Folded spectrum method,1934,,,,,,,,,
https://www.cs.utexas.edu/users/inderjit/public_papers/DesignMRRR_toms06.pdf,MRRR algorithm,1999,,,,,,,,,
https://ieeexplore.ieee.org/document/1084580/,Ridder's method,1979,,,,,,,,,
https://www.jstor.org/stable/2001916,Muller's method,1956,,,,,,,,,
https://www.cambridge.org/core/journals/proceedings-of-the-edinburgh-mathematical-society/article/practical-method-for-enumerating-cosets-of-a-finite-abstract-group/0306574AD958F694A0A8339338348AA1,Todd–Coxeter algorithm,1936,,,,,,,,,
https://www.cs.tufts.edu/~nr/cs257/archive/don-knuth/knuth-bendix.pdf,Knuth–Bendix algorithm,1970,,,,,,,,,
https://www.jstor.org/stable/2984875,Expectation–maximization (EM) algorithm,1977,,,,,,,,,
https://www.jstor.org/stable/2337481,Parameter-expanded expectation maximization (PX-EM) algorithm,1998,,,,,,,,,
https://arxiv.org/abs/1709.06970,Expectation conditional maximization (ECM),2017,,,,,,,,,
https://web.eecs.umich.edu/~fessler/papers/files/jour/94/web/fessler-94-sag.pdf,Generalized expectation maximization (GEM) algorithm,1994,,,,,,,,,
https://dl.acm.org/doi/10.1109/TIT.2002.808105,α-EM algorithm,2003,,,,,,,,,
http://algo.inria.fr/flajolet/Publications/src/FlMa85.pdf, Flajolet–Martin algorithm,1984,,,,,,,,,
http://algo.inria.fr/flajolet/Publications/DuFl03-LNCS.pdf,LogLog algorithm,2003,,,,,,,,,
http://algo.inria.fr/flajolet/Publications/FlFuGaMe07.pdf,HyperLogLog algorithm,2007,,,,,,,,,
https://static.googleusercontent.com/media/research.google.com/en//pubs/archive/40671.pdf,HyperLogLog++,2014,,,,,,,,,
https://dl.acm.org/doi/10.1145/872726.806984,Chaitin's Algorithm,1981,,,,,,,,,
https://dl.acm.org/doi/10.1145/502874.502896,Chow's Algorithm,1984,,,,,,,,,
http://web.cs.ucla.edu/~palsberg/course/cs132/linearscan.pdf,"Linear Scan, Poletto & Sarkar",1999,,,,,,,,,
https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-024X(199608)26:8%3C929::AID-SPE40%3E3.0.CO;2-T,"Optimal Register Allocation (ORA), Goodwin & Wilken Algorithm",1996,,,,,,,,,
https://dl.acm.org/doi/10.5555/290940.291002,Kong and Wilken Algorithm,1998,,,,,,,,,
http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf,Fortune's algorithm,1986,,,,,,,,,
https://ieeexplore.ieee.org/document/1094577/,Linde–Buzo–Gray algorithm,1980,,,,,,,,,
https://academic.oup.com/comjnl/article/24/2/167/338200,Bowyer–Watson algorithm,1981,,,,,,,,,
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.302.7503&rep=rep1&type=pdf,Welford's Online algorithm,1962,,,,,,,,,
https://dl.acm.org/doi/10.1145/359146.359153,Weighted incremental algorithm,1979,,,,,,,,,
http://i.stanford.edu/pub/cstr/reports/cs/tr/79/773/CS-TR-79-773.pdf,Chan's algorithm Parallel Implementation,1979,,,,,,,,,
https://dl.acm.org/doi/10.1145/368996.369025,Kahn's algorithm,1962,,,,,,,,,
https://link.springer.com/article/10.1007/BF00268499,Tarjan's DFS based algorithm,1976,,,,,,,,,
https://www.proquest.com/docview/920003939?pq-origsite=gscholar&fromopenview=true,Dekel; Nassimi & Sahni Parallel Implementation ,1981,,,,,,,,,
https://www.cs.cmu.edu/~./sutner/CDM/papers/Hopcroft71.pdf,Hopcroft's algorithm,1971,,,,,,,,,
https://doi.org/10.2307/2964500,Moore's algorithm,1956,,,,,,,,,
https://www.semanticscholar.org/paper/Canonical-regular-expressions-and-minimal-state-for-Brzozowski/94def4233e1e8f15bab72e82708a03fd37233b14,Brzozowski's algorithm,1963,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/0304397592901423,Revuz's algorithm,1992,,,,,,,,,
https://www.labri.fr/perso/zeitoun/research/pdf/Almeida-Zeitoun-IPL2008.pdf,Almeida & Zeitoun,2008,,,,,,,,,
https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174,Tarjan's off-line lowest common ancestors algorithm,1984,,,,,,,,,
https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat,Schieber; Vishkin,1988,,,,,,,,,
https://apps.dtic.mil/dtic/tr/fulltext/u2/a227803.pdf,Berkman; Vishkin,1993,,,,,,,,,
https://www.ics.uci.edu/~eppstein/261/BenFar-LCA-00.pdf,Bender; Colton [LCA <=> RMQ],2000,,,,,,,,,
https://link.springer.com/article/10.1007/s00224-004-1155-5,"Stephen Alstrup, Cyril Gavoille, Haim Kaplan & Theis Rauhe ",2004,,,,,,,,,
https://doi.org/10.1016/j.knosys.2018.10.002, X Chen,2019,,,,,,,,,
https://asset-pdf.scinapse.io/prod/2886034153/2886034153.pdf,Y Bai,2018,,,,,,,,,
https://doi.org/10.48550/arXiv.1709.06810,L Chang,2017,,,,,,,,,
https://doi.org/10.1007/978-3-642-38221-5_15,K Riesen,2013,,,,,,,,,
https://doi.org/10.1109/TSMC.1983.6313167,Alberto Sanfeliu and King-Sun Fu,1983,,,,,,,,,
https://link.springer.com/chapter/10.1007/11815921_17,"Neuhaus, Riesen, Bunke",2006,,,,,,,,,
https://doi.org/10.1109/3477.604100,Wang Y-K; Fan K-C; Horng J-T,1997,,,,,,,,,
https://eprints.bbk.ac.uk/id/eprint/443/1/Binder1.pdf,Tao D; Tang X; Li X et al,2006,,,,,,,,,
https://direct.mit.edu/neco/article-pdf/10/7/1873/813998/089976698300017188.pdf?casa_token=nCYv9xO_Cc4AAAAA:EHiG4v8QmQju6u9RE6w4X6EGRtk5O5W6hIGy-_0A3HSit43f__4oSd4wjAtFIGJuopGMZzU,Finch,1998,,,,,,,,,
https://dl.acm.org/doi/10.1145/362342.362367,Bron–Kerbosch algorithm,1973,,,,,,,,,
http://www.dcs.gla.ac.uk/~pat/jchoco/clique/enumeration/papers/SMJ000001%5B1%5D.pdf,Akkoyunlu; E. A. ,1973,,,,,,,,,
https://snap.stanford.edu/class/cs224w-readings/tomita06cliques.pdf,Tomita; Tanaka & Takahashi,2006,,,,,,,,,
https://arxiv.org/pdf/1801.00202.pdf,Segundo; Artieda;  Strash Parallel,2011,,,,,,,,,
https://arxiv.org/pdf/1006.5440.pdf,"David Eppstein, Maarten Löffler, Darren Strash",2010,,,,,,,,,
https://pdfs.semanticscholar.org/0d19/245a27bc65a87a8014d5b8a66fb514c8ff0b.pdf,Chiba and Nishizeki ,1985,,,,,,,,,
https://www.ics.uci.edu/~eppstein/pubs/ChrEpp-TCS-91.pdf,M. Chrobak and D. Eppstein,1989,,,,,,,,,
https://www.proquest.com/docview/918487776?pq-origsite=gscholar&fromopenview=true,"Shuji Tsukiyama, Mikio Ide, Hiromu Ariyoshi, and Isao Shirakawa",1977,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,"Kazuhisa Makino, Takeaki Uno; Section 5",2004,,,,,,,,,
https://www.jstor.org/stable/2098806,Held–Karp algorithm,1962,,,,,,,,,
https://apps.dtic.mil/dtic/tr/fulltext/u2/a025602.pdf,Christofides algorithm,1976,,,,,,,,,
