Page title,Best known upper bound,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 17,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,formatted_title,reads_url,2015070100,2015080100,2015090100,2015100100,2015110100,2015120100,2016010100,2016020100,2016030100,2016040100,2016050100,2016060100,2016070100,2016080100,2016090100,2016100100,2016110100,2016120100,2017010100,2017020100,2017030100,2017040100,2017050100,2017060100,2017070100,2017080100,2017090100,2017100100,2017110100,2017120100,2018010100,2018020100,2018030100,2018040100,2018050100,2018060100,2018070100,2018080100,2018090100,2018100100,2018110100,2018120100,2019010100,2019020100,2019030100,2019040100,2019050100,2019060100,2019070100,2019080100,2019090100,2019100100,2019110100,2019120100,2020010100,2020020100,2020030100,2020040100,2020050100,2020060100,2020070100,2020080100,2020090100,2020100100,2020110100,2020120100,2021010100,2021020100,2021030100,2021040100,2021050100,2021060100,2021070100,2021080100,2021090100,2021100100,2021110100,2021120100,2022010100,2022020100,2022030100,2022040100,2022050100,2022060100,2022070100,2022080100,2022090100,2022100100,2022110100,2022120100,2023010100,2023020100,2023030100,2023040100,2023050100,2023060100,2023070100,average_monthly_reads,min_time_complexity_class,is_optimal
Reflection mapping,,113,Texture Mapping,0,Environment Mapping,903,,,0,0,O(n^2),,,[ HEALPix mapping Wong (2008)],HEALPix mapping Wong,2008,,,,,,,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,2,,,Robotics,Reflection_mapping,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Reflection_mapping/monthly/20150701/20230731,1462,1382,1395,2923,1975,1613,1962,1578,1660,1493,2468,1659,1378,1865,1780,1515,1690,1666,1619,1462,1617,1780,1595,1516,1296,1368,1300,1648,1501,1484,1611,1241,1485,1496,1441,1422,1266,1485,1470,1405,4653,1437,1552,1321,1404,1419,1360,1379,1159,1307,1351,1422,1544,1540,1395,1174,1307,1485,1534,1391,1171,1184,1331,1778,1898,1820,1690,1226,1300,1207,1328,1355,1358,1207,1264,1466,1477,1507,1462,1451,1358,1345,1512,1320,1226,1368,1282,1405,1535,1243,1369,1297,1431,1171,1173,1170,1010,1503.1030927835052,#VALUE!,FALSE
Simultaneous localization and mapping,,115,SLAM Algorithms,1,SLAM Algorithms,908,,0,1,0,O(m*log n) per iteration,^see above,(none),[http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf FastSlam (2003)],FastSlam,2003,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,,,,0,0,2,"m: 3,
n: 2",O(m*\log n) per iteration,"n: number of dimensions in state space
m: number of particles in particle filter",n,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,0,Real RAM?,words?,3,"m: 3,
n: 3",O(mn)?,Stores and updates a balanced binary tree of n elements/dimensions per particle,1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics,Simultaneous_localization_and_mapping,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Simultaneous_localization_and_mapping/monthly/20150701/20230731,9151,8575,9633,11109,11367,10156,13051,12444,14572,12906,13838,13344,13615,14127,14866,19240,15730,13773,15950,16475,18254,18021,18118,17261,16361,15971,16517,17700,18592,15616,18443,16296,19060,18055,19190,17292,16278,15868,17046,21691,18692,16955,19509,18222,20824,20634,19120,16309,16344,16181,17984,20191,17972,15534,17548,17145,16458,17145,17411,16209,14988,14442,15845,17142,16523,15147,16606,14923,17882,16554,15848,14397,14027,12757,14512,16089,15300,13016,13491,12957,14091,13655,13982,12552,10648,11311,11884,12808,13496,11660,11843,11580,12458,10326,10484,9928,9116,15218.62886597938,2,TRUE
Change-making problem,O(nS),130,Change-Making Problem,2,Change-Making Problem,962,,,1,0,O(n log n),,,[https://www.ncbi.nlm.nih.gov/pubmed/24626234 Probabilistic Convolution Tree (2014)],Probabilistic Convolution Tree,2014,https://www.ncbi.nlm.nih.gov/pubmed/24626234,,,,0,0,4,n: 4,O(n \log n),n: number of coins,n,,,Word RAM,words,4,n: 4,O(n log n),https://pubmed.ncbi.nlm.nih.gov/24626234/,0,1,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,Change-making_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Change-making_problem/monthly/20150701/20230731,2640,3111,3850,4812,4597,3529,3660,4190,4379,4922,4310,3647,3177,3153,4198,5493,5453,4968,5301,5828,6030,5469,4662,4006,3975,4143,5388,6113,5272,4278,4789,4690,5370,5069,4389,3115,5184,3275,4073,4743,4272,3094,3466,3571,3922,3678,3705,3039,2986,3220,4242,6044,5824,4265,4626,5025,4312,5556,4334,4581,3547,3852,4841,5456,5641,4773,4380,4314,4819,4204,3520,3115,3639,3673,3801,4437,5062,3496,3106,3219,3248,3083,2785,2518,2385,2556,2418,2825,3085,2391,2326,2081,2948,2201,2012,1709,1909,4004,4,TRUE
Odd–even sort,O(n*logn),1,Sorting,2,Comparison Sorting,19,,,1,1,O( n² ),Any distribution,Same general behavior across inputs,[https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce Odd Even Sort Parallel  Implementation (1972)],Odd Even Sort Parallel  Implementation,1972,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,,,,0,0,5,n: 5,O(n^2),n: size of list,n,,,Word RAM,words,1,n: 1,O(1),in-situ,0,1,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Odd%E2%80%93even_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000000,1,,,,,,,,4,,,Combinatorics,Odd%E2%80%93even_sort,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Odd%E2%80%93even_sort/monthly/20150701/20230731,888,850,1315,2050,1793,2244,2218,2012,3243,4755,2017,1134,766,907,1259,1601,2056,1375,1608,2042,2625,4282,2262,1133,810,769,1108,2596,1730,2709,1707,1599,2029,2583,1922,1190,1008,963,1296,1890,1702,1560,1337,1259,1574,2166,1612,1106,772,876,1289,1371,1488,1206,1258,1092,2209,1338,1491,1401,837,883,1177,1518,1273,1477,1196,1177,1673,1737,1433,1253,780,986,1035,1513,1363,1249,1143,941,1349,1125,1331,1239,756,529,732,1100,1234,1173,1859,1053,1305,1294,1194,968,691,1484.8144329896909,2,FALSE
Spaghetti sort,,1,Sorting,1,Non-Comparison Sorting,25,,,1,1,O(n),Any distribution,need to read entire input,[https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11 Spaghetti Sort Parallel Implementation (1984)],Spaghetti Sort Parallel Implementation,1984,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,,,,0,0,3,n: 3,O(n),n: size of list,n,,,???,words,1,n: 1,O(1) auxiliary? per processor?,"Assuming getting the spaghetti rods doesn't take up any auxiliary space, the only auxiliary space in this algorithm involves the table and the hands, each using O(1) space",1,0,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Spaghetti_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000,1000,,,,,,,,4,,,Combinatorics,Spaghetti_sort,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Spaghetti_sort/monthly/20150701/20230731,3437,14670,35015,6008,14752,12879,1662,2910,2209,2551,5179,3231,3498,4261,2447,1801,1768,1561,1671,2033,2125,1788,2106,2004,4651,1253,1906,3886,2045,1551,1561,1594,1887,4449,1665,1886,1081,1074,1149,1555,1511,1939,1345,1917,1612,2038,1255,932,755,756,1163,1479,1043,918,1198,1004,1086,906,984,712,709,761,801,1524,899,792,819,849,1087,808,1277,714,558,554,746,1179,887,750,810,668,982,925,878,839,806,973,842,764,887,979,777,702,1305,1496,726,644,522,2284.0309278350514,2,FALSE
Matrix chain multiplication,$O(n^2)$,3,Matrix Chain Multiplication,1,Approximate MCSP,32,,,1,1,O(n^2),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee (1997)],Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf,,,,0,0,5,n: 5,$O(n^2)$,"$P$: number of processors
$n$: number of matrices",n,,,Word RAM?,words,5,n: 5,$O(n^2)$?,Derived: two $n \times n$ size tables ($S$ and $W$),1,0,,0,,1,near optimal,0,0?,,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,1000000,Inf,,,,,,,,1,,,Combinatorics,Matrix_chain_multiplication,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Matrix_chain_multiplication/monthly/20150701/20230731,2498,3053,4626,6254,6720,5261,3668,4656,4982,5916,5071,3371,2356,3067,4620,6511,7664,6077,4138,4638,5887,5702,5330,3166,2480,3410,4812,7105,7852,5802,4342,4399,5608,5768,4558,2916,2397,3142,4224,5590,5975,4998,2933,2863,4506,5678,3852,2526,2089,2438,3961,4591,6001,4511,2812,3186,3262,3904,3702,2982,2260,2163,3199,4347,4185,4104,3038,2807,3450,3348,3315,3349,3437,3843,4159,4417,4825,4909,3334,3266,4110,4362,4203,3599,2626,2056,2567,3269,4401,3527,3162,3217,3546,3234,3025,2289,1691,4052.020618556701,1.99,FALSE
Matrix chain multiplication,$O(\log^3 n)$,3,Matrix Chain Multiplication,2,Matrix Chain Scheduling Problem,34,,,1,1,O (log^3 n),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf Czumaj (1993)],Czumaj,1993,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf,,,,0,0,2.02,n: 2.02,O(log^3 n),$n$: number of matrices,n,,,CREW PRAM,words,5,n: 5,$O(n^2)$?,Derived: uses two arrays ($D$ and $c$) both of size $O(n^2)$,1,0,,0,,0,,0,1,$O(n^2 / \log^3 n)$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,989,Inf,,,,,,,,1,,,Combinatorics,Matrix_chain_multiplication,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Matrix_chain_multiplication/monthly/20150701/20230731,2498,3053,4626,6254,6720,5261,3668,4656,4982,5916,5071,3371,2356,3067,4620,6511,7664,6077,4138,4638,5887,5702,5330,3166,2480,3410,4812,7105,7852,5802,4342,4399,5608,5768,4558,2916,2397,3142,4224,5590,5975,4998,2933,2863,4506,5678,3852,2526,2089,2438,3961,4591,6001,4511,2812,3186,3262,3904,3702,2982,2260,2163,3199,4347,4185,4104,3038,2807,3450,3348,3315,3349,3437,3843,4159,4417,4825,4909,3334,3266,4110,4362,4203,3599,2626,2056,2567,3269,4401,3527,3162,3217,3546,3234,3025,2289,1691,4052.020618556701,1.99,FALSE
Hirschberg's algorithm,,4,Longest Common Subsequence,2,LCS,46,,,1,1,O(rn + n \log n),,,[https://dl.acm.org/citation.cfm?id=322044 Hirschberg (1977)],Hirschberg,1977,https://dl.acm.org/citation.cfm?id=322044,,,,1,-,5,"r: 3,
n: 4,
m+n: 5",O(rn + n \log n),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(n + p)$,https://link.springer.com/content/pdf/10.1007/BF01840365.pdf,0,0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics,Hirschberg%27s_algorithm,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Hirschberg%27s_algorithm/monthly/20150701/20230731,909,1029,1158,1728,2048,1846,1927,1875,2273,2292,1668,1439,1395,1349,1501,2086,2113,1816,1613,1562,1641,1456,1516,1275,961,1021,1327,2162,1948,1374,1978,1308,1348,1553,1349,1150,973,955,1063,1868,1820,1460,1422,1122,1203,1180,1226,1194,854,910,1092,1618,2042,1479,1056,1200,1105,1787,1360,1012,910,802,955,1628,1848,1371,1073,1174,1419,1328,993,924,744,622,841,1363,2039,1297,801,1044,1091,1523,1841,1137,733,702,946,1203,1325,961,797,992,1183,1122,1064,771,661,1332.1958762886595,3,FALSE
Boolean satisfiability problem,O(1.3289^n),7,Graph Coloring,0.001,3-Graph Coloring,91,,,1,1,O(1.333^n),,,[https://ieeexplore.ieee.org/document/814612 Schöning (1999)],Schöning,1999,https://ieeexplore.ieee.org/document/814612,,,,0,0,8,n: 8,O(1.333^n),,n,,,,,#VALUE!,,,,,,,1,,0,,0,0,,0,0,,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,inf,1,,,,,,,,1,,,Combinatorics,Boolean_satisfiability_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Boolean_satisfiability_problem/monthly/20150701/20230731,10045,9737,12085,14810,19860,21242,14314,14079,15925,18640,19286,13647,10616,10427,12617,15492,22059,20649,15965,14631,18183,22460,20611,13789,10993,12181,16889,18143,23788,22228,17318,14805,18507,21753,21326,15496,14161,14416,15420,19791,23259,23082,17819,16930,19326,24407,23710,15436,13190,14340,16572,21469,25576,25297,18762,16787,16882,22620,21358,18589,15094,14079,15576,21847,24688,25099,18766,17048,21133,24727,21712,16753,19479,13546,14450,18707,23021,21271,17447,18295,17195,22396,18220,16433,12665,11941,13906,17795,21355,18842,15761,14401,16861,20674,17958,14732,12255,17731.164948453606,4,FALSE
Clique problem,O(1.3289^n),7,Graph Coloring,0.001,3-Graph Coloring,93,,,1,1,O(1.4422^n),,,[https://www.sciencedirect.com/science/article/abs/pii/0020019088900658 Johnson (1988)],Johnson,1988,https://www.sciencedirect.com/science/article/abs/pii/0020019088900658,,,,0,0,8,n: 8,O(1.4422^n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,inf,1,,,,,,,,1,,,Combinatorics,Clique_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Clique_problem/monthly/20150701/20230731,4753,4342,5328,6871,10902,10849,5555,6064,7249,9502,9398,6861,5196,4491,6640,7462,12584,11059,7207,6402,8272,11192,9926,6124,5158,6812,5600,7973,12136,12264,6768,5898,7356,10847,9508,6640,4973,4617,5414,7936,11231,11621,7307,6556,9409,10500,9571,6065,5503,4467,5844,7721,11338,11322,6441,5926,6957,10020,10010,7857,5960,4612,5451,8145,11461,10835,7639,6322,8694,12686,9424,6790,5899,6132,5312,7105,9515,11046,7086,6469,7288,10348,8190,6118,5480,5191,4913,7111,9141,8363,5631,4846,6204,8925,6923,5822,4698,7645.051546391753,4,FALSE
Convex hull algorithms,,12,Convex Hull,0.001,,133,,,1,1,O(n log n),,,[https://www.sciencedirect.com/science/article/pii/002001908490084X Incremental convex hull algorithm; Michael Kallay (1984)],Incremental convex hull algorithm; Michael Kallay,1984,https://www.sciencedirect.com/science/article/pii/002001908490084X,,,,0,0,4,n: 4,O(n \log n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,9965,100351.2293,,,,,,,,3,,,Image Processing,Convex_hull_algorithms,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Convex_hull_algorithms/monthly/20150701/20230731,4588,4438,5464,6473,6989,5634,5483,6209,6430,6664,6773,5850,4657,5064,6230,7123,7514,6254,6628,6743,7448,6591,7539,6155,4962,5388,5780,7353,7627,6014,6157,5905,6688,6584,6807,4974,4609,4629,4941,6071,6337,5901,5642,5255,5903,5897,5558,4567,4778,4072,4704,5915,6084,4832,4807,5297,4992,5756,5241,5191,5163,4435,4860,5768,6268,5423,5647,5687,7129,6162,5524,5058,4300,4491,6940,5307,5644,4893,4649,4983,5251,5392,5390,4560,3909,3857,4745,5029,6438,4973,5152,5270,5722,5266,5412,4198,3857,5597.020618556701,#VALUE!,FALSE
Parallel algorithms for minimum spanning trees,Unknown but matches lower bound,14,Minimum Spanning Tree (MST),2,"Undirected, General MST",163,Parallel algorithm,,1,1,O(E log(V)/p),,,[https://www.sciencedirect.com/science/article/pii/S0743731506001262 Bader & Cong Parallel Implementation  (2006)],Bader & Cong Parallel Implementation,2006,https://www.sciencedirect.com/science/article/pii/S0743731506001262,,,,0,0,5.01,"E: 3,
V: 5.01",O(E \log(V)/p),"V: number of vertices
E: number of edges
U: maximum edge weight
p: number of processors",V,https://www.sciencedirect.com/science/article/pii/S0743731506001262,0,PRAM/SMPs?,words,3,"V: 3,
E: 1",O(V) total,Initializes and uses a constant number of arrays of size O(V) (and does work similar to work done in Boruvka/Prim algorithm),1,0,,0,,0,,0,1,p,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,8.7,583.3333333,,,,,,,,5,,,Combinatorics,Parallel_algorithms_for_minimum_spanning_trees,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Parallel_algorithms_for_minimum_spanning_trees/monthly/20150701/20230731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,42,53,53,153,263,281,324,165,184,199,329,313,683,186,131,157,256,460,306,223,211,421,1391,288,146,199,136,631,325,496,380,215,170,257,349,423,199,175,113,174,336,376,238,226,178,218,297,313,151,110,273.27450980392155,5,FALSE
Special number field sieve,,18,Integer Factoring,2,First Category Integer Factoring,200,"For integers of the form $r^e \pm s$, for r and s relatively small",,1,1,$O(exp((1+o(1))(32n/9)^{(1/3)}(log n)^{(2/3)})$ heuristically?,,http://www.ams.org/notices/199612/pomerance.pdf,[ Special number field sieve (1940)],Special number field sieve,1940,,,,,0,0,8,n: 8,O(exp((1+o(1))(32n/9)^{(1/3)}(log n)^{(2/3)}) heuristically?,n: number of bits in number to factor,n,,,,bits,2.66,n: 2.66,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0,0,,0,,0,,1,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,100,,10000,,1000000,,inf,1,,,,,,,,1,,,Numerical Analysis,Special_number_field_sieve,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Special_number_field_sieve/monthly/20150701/20230731,571,595,580,710,692,716,649,588,634,644,600,511,540,502,495,986,688,709,664,630,764,712,603,629,715,470,569,596,603,679,674,625,547,581,618,501,558,478,475,584,622,668,674,482,624,705,619,542,572,524,552,745,617,656,654,538,710,645,499,482,427,445,434,620,496,480,521,439,645,570,545,444,493,445,413,484,467,422,433,375,586,442,663,467,416,425,411,413,481,439,478,367,575,609,602,431,488,563.9793814,#VALUE!,FALSE
General number field sieve,,19,Integer Factoring,2,Second Category Integer Factoring,205,,,1,1,$O(exp((1+o(1))(64n/9)^{(1/3)}(log n)^{(2/3)})$ heuristically?,,,[http://www.ams.org/notices/199612/pomerance.pdf General number field sieve (1996)],General number field sieve,1996,http://www.ams.org/notices/199612/pomerance.pdf,,,,0,0,8,n: 8,O(exp((1+o(1))(64n/9)^{(1/3)}(log n)^{(2/3)}) heuristically?,n: number of bits in number to factor,n,,,,bits,2.66,n: 2.66,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0,1,,0,,0,,1,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis,General_number_field_sieve,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/General_number_field_sieve/monthly/20150701/20230731,3453,3151,3512,5731,4783,4820,4465,3955,4748,4680,4317,3557,3238,4562,3722,4756,4531,3953,3772,4285,4876,4796,4173,3603,3467,3161,3406,4017,4203,4013,3957,3882,3977,4068,3719,3306,3527,3168,3208,4041,3887,3700,3688,3358,4100,4478,4109,3251,3396,3324,3837,5289,4517,4545,3556,3513,3965,4078,3714,3131,2896,2918,2944,4153,3570,3534,4137,3236,5014,3826,3727,3135,3368,2928,3070,3723,3853,3429,3278,3138,3629,3570,3727,3182,3177,3125,2994,3656,3822,3125,3618,3195,6299,4596,5214,3836,4056,3842.195876,#VALUE!,FALSE
Shor's algorithm,,19,Integer Factoring,2,Second Category Integer Factoring,207,Quantum algorithm,,1,1,O(n),,,[https://ieeexplore.ieee.org/document/365700/ Shor's algorithm Quantum Implementation (1994)],Shor's algorithm Quantum Implementation,1994,https://ieeexplore.ieee.org/document/365700/,,,,0,0,3,n: 3,O(n),n: number of bits in number to factor,n,,,Quantum Computer,qubits,3,n: 3,O(n),https://quantum-computing.ibm.com/composer/docs/iqx/guide/shors-algorithm,0,0,,0,,0,,0,0,,1,0,https://quantum-computing.ibm.com/composer/docs/iqx/guide/shors-algorithm,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,O(n^2) gates,,Numerical Analysis,Shor%27s_algorithm,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Shor%27s_algorithm/monthly/20150701/20230731,11887,21007,16086,26876,18357,25458,14534,13840,25651,19587,24698,13301,14137,21327,15537,15028,17464,15933,16986,18729,21740,21383,21758,15648,18974,15547,19519,21033,23798,24940,24629,20801,23244,20921,19823,22502,26802,19767,17824,28364,24318,21434,23801,18260,21432,20472,26537,18741,17995,20368,27967,41533,27442,22581,20526,18194,17889,19851,19581,17560,15495,14513,15971,17049,18047,20634,19141,19279,24205,21885,21913,19506,36941,22652,20225,19645,24383,20284,19965,18746,17986,19397,21678,20622,22690,17992,20415,22276,22112,18496,23791,20286,25156,22747,22152,18105,22878,20733.81443298969,#VALUE!,FALSE
Two-way string-matching algorithm,,22,String Search,2,Single String Search,238,,,1,1,O(n + m),,,[http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf Two-way String-Matching Algorithm (1991)],Two-way String-Matching Algorithm,1991,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,,,,0,0,3,"n: 3,
m: 3,
m+n: 3",O(n + m),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,1,"n: 1,
m+n: 1",$O(1)$,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,0,1,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics,Two-way_string-matching_algorithm,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Two-way_string-matching_algorithm/monthly/20150701/20230731,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,143,337,303,376,547,550,480,451,663,395,612,672,449,341,411,367,426,503,445,497,441,363,340,378,386,372,363,333,395,621,673,625,755,529,592,613,648,776,542,549,682,577,619,548,809,478.7234042553192,3,TRUE
String-searching algorithm,,22,String Search,2,Single String Search,243,,,1,1,O(n (\log_s m)/m),,,[https://link.springer.com/chapter/10.1007/BFb0030778 Backward Non-Deterministic DAWG Matching (BNDM) (1998)],Backward Non-Deterministic DAWG Matching (BNDM),1998,https://link.springer.com/chapter/10.1007/BFb0030778,,,,0,0,3,"n: 3,
m: 3,
m+n: 3",O(n+m),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,3,"m: 3,
s: 3,
m+n: 3",$O(sm)$,https://link.springer.com/chapter/10.1007/BFb0030778,0,1,,0,,0,,0,1,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,,Combinatorics,String-searching_algorithm,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/String-searching_algorithm/monthly/20150701/20230731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773,5263,5188,5778,7167,7633,7099,6495,6400,7677,7688,7414,6259,6848,6563,7323,8254,8999,7680,7173,7619,10836,10133,9082,8474,7050,7302,9614,8399,8704,8516,7626,7167,8127,7699,7421,6913,7063,6528,6548,7653,8204,7028,7192,6346,6913,7034,7020,5817,5014,4938,5339,5890,6620,5914,5488,5214,6168,4961,5130,4386,4032,6916.064516129032,3,TRUE
